SMILES,sssr,clogp,mr,mw,tpsa,chi0n,chi1n,chi2n,chi3n,chi4n,chi0v,chi1v,chi2v,chi3v,chi4v,fracsp3,hall_kier_alpha,kappa1,kappa2,kappa3,labuteasa,number_aliphatic_rings,number_atom_stereocenters,number_bridgehead_atoms,number_HBA,number_HBD,number_hetero_atoms,number_hetero_cycles,number_rings,number_rotatable_bonds,number_saturated_rings,number_heavy_atoms,number_nh_oh,number_n_o,number_valence_electrons,max_partial_charge,min_partial_charge,fr_methoxy,fr_ether,fr_NH1,fr_NH0,fr_aniline,fr_unbrch_alkane,fr_bicyclic,fr_aryl_methyl,fr_Ndealkylation1,syba_score
CCCN1CN(C)c2cc3nsnc3c(NCC)c21,3,2.7468,82.4857,277.1361166,44.29,11.60288007,6.750589678,4.884397079,3.460963973,2.712428099,12.41937665,7.480886422,5.412844767,4.003533823,3.24685742,0.538461538,-1.56,12.47261698,4.845484639,1.903204471,117.0932,1,0,0,6,1,6,2,3,4,0,19,1,5,102,0.129671215,-0.381729444,0,0,1,4,3,0,2,0,0,6.572404070791196
CCc1c2c(c(C)c3nsnc13)OC(C)CO2,3,2.72182,67.115,250.0775987,44.24,10.11073589,5.791246384,4.316265093,3.085457279,2.213500292,10.92723247,6.521543127,4.844712781,3.613904967,2.837685097,0.5,-1.36,10.77262992,3.837968239,1.488565444,103.8858189,1,1,0,5,0,5,2,3,1,0,17,0,4,90,0.166820205,-0.485458669,0,2,0,2,0,0,2,2,0,-10.944620555700517
CN1CCNc2c1c1c(c3nsnc23)CCO1,4,1.4879,68.3737,248.073182,50.28,9.486564492,5.749316187,4.439515425,3.466318163,2.661367196,10.30306107,6.479612931,4.967963113,3.994765851,3.239908454,0.454545455,-1.56,9.468034877,3.22482793,1.131513796,102.7111962,2,0,0,6,1,6,3,4,0,0,17,1,5,88,0.149912627,-0.490602935,0,1,1,3,2,0,6,0,1,-20.635544632475387
CCc1cc(OC(C)C)cc2nsnc12,2,3.0409,62.557,222.0826841,35.01,9.150081361,5.122249621,3.734512833,2.16622195,1.539270011,9.966577942,5.852546365,4.262960521,2.7087918,2.099666589,0.454545455,-1.16,10.36092037,4.144508162,2.094394869,93.41316266,0,0,0,4,0,4,1,2,3,0,15,0,3,80,0.121812037,-0.490926003,0,1,0,2,0,0,1,1,0,39.64292794437313
CNc1c2c(c(N(C)CC(C)C)c3nsnc13)C1CCC2C1,4,4.1899,94.4027,316.1721678,41.05,13.81036701,8.322702386,7.243663369,5.284115312,4.646991416,14.62686359,9.05299913,7.772111057,5.812562999,5.20180778,0.647058824,-1.36,14.24615665,5.083026449,1.873565268,135.7873037,2,2,2,5,1,5,1,4,4,1,22,1,4,118,0.130020018,-0.386035161,0,0,1,3,2,0,6,0,0,17.20833565676561
CCOc1c(CC)ccc2nsnc12,2,2.6524,57.962,208.067034,35.01,8.279837873,4.733611802,2.972333032,2.132595597,1.453456506,9.096334454,5.463908546,3.500780719,2.675165448,1.987663514,0.4,-1.16,9.397151926,3.919660658,1.456982905,87.04822055,0,0,0,4,0,4,1,2,3,0,14,0,3,74,0.150953618,-0.491196576,0,1,0,2,0,0,1,1,0,37.16663876588772
CCNc1c2c(cc3nsnc13)CCC2,3,2.6118,63.6037,219.0830184,37.81,8.708452875,5.407479189,3.905083895,2.97749814,2.350697526,9.524949456,6.137775933,4.433531583,3.52006799,2.885126847,0.454545455,-1.16,9.094017447,3.4504539,1.31753718,92.84364846,1,0,0,4,1,4,1,3,2,0,15,1,3,78,0.127672077,-0.383248957,0,0,1,2,1,0,2,1,0,22.619859777702814
Cc1c2c(cc3nsnc13)CCCC2,3,2.87852,58.794,204.0721194,25.78,8.208452875,5.096819018,3.9783072,3.143234796,2.374751245,9.024949456,5.827115761,4.506754887,3.685804646,2.954824112,0.454545455,-0.96,8.356701562,3.020935504,1.084055418,87.29378628,1,0,0,3,0,3,1,3,0,0,14,0,2,72,0.107490677,-0.17292316,0,0,0,2,0,0,2,2,0,14.508948136388986
COc1c2c(c(C)c3nsnc13)OC(C)CO2,3,2.16802,64.289,252.0568632,53.47,9.811877403,5.342958648,4.017406602,2.797397899,1.970345875,10.62837398,6.073255391,4.54585429,3.325845587,2.567248757,0.454545455,-1.56,10.58494782,3.731151032,1.436594308,102.634422,1,1,0,6,0,6,2,3,1,0,17,0,5,90,0.206014965,-0.490634941,1,3,0,2,0,0,2,1,0,-10.684530251083153
CC(C)Cc1cc(C(C)C)cc2nsnc12,2,4.0132,70.046,234.1190696,25.78,10.31918334,5.826940398,5.064656129,2.757179782,1.91089778,11.13567992,6.557237141,5.593103817,3.299749632,2.471294358,0.538461538,-0.96,11.52320595,4.497356771,2.241492764,101.0295017,0,0,0,3,0,3,1,2,3,0,16,0,2,86,0.10750743,-0.172923139,0,0,0,2,0,0,1,0,0,41.16926397206218
c1cc2nsnc2c2c1CCC2,3,2.18,49.44,176.0408193,25.78,6.578696363,4.180152351,3.188749575,2.502649011,1.915270483,7.395192944,4.910449094,3.717197263,3.045218861,2.476759414,0.333333333,-0.96,6.544572999,2.263271662,0.743232187,74.56390205,1,0,0,3,0,3,1,3,0,0,12,0,2,60,0.107751876,-0.172933603,0,0,0,2,0,0,3,2,0,21.39376290280528
CC(C)CN1CCN(C)c2c1cc1nsnc1c2N(C)C,3,2.6695,92.063,305.1674167,35.5,13.42033715,7.413805543,6.38070746,3.939053879,3.06016681,14.23683373,8.144102286,6.909155147,4.481623729,3.589777413,0.6,-1.56,14.38031939,5.329570198,2.413725606,130.0330557,1,0,0,6,0,6,2,3,3,0,21,0,5,114,0.129858695,-0.374072084,0,0,0,5,3,0,2,0,1,22.092319689007986
Cc1c2c(cc3nsnc13)C(C)(C)CN2C,3,2.72712,68.448,233.0986685,29.02,10.03434613,5.480313786,5.269636359,3.503793374,2.834698662,10.85084271,6.21061053,5.798084046,4.046363224,3.41477153,0.5,-1.16,10.02355798,2.943931332,1.134043644,99.41856206,1,0,0,4,0,4,2,3,0,0,16,0,3,84,0.109283023,-0.373203204,0,0,0,3,1,0,2,1,1,-5.210619337486602
CC1COc2c(ccc3nsnc23)C1,3,2.2623,55.778,206.0513839,35.01,7.857188142,4.71324509,3.806067034,2.543583235,1.851382878,8.673684723,5.443541834,4.334514722,3.086153085,2.385589887,0.4,-1.16,8.173359973,2.916788901,1.103546761,86.04238939,1,1,0,4,0,4,2,3,0,0,14,0,3,72,0.151008625,-0.490616998,0,1,0,2,0,0,3,0,0,1.2290697829956527
COc1cc(CC(C)C)cc2nsnc12,2,2.8984,62.509,222.0826841,35.01,9.150081361,4.995937161,4.028007055,2.24976564,1.660018493,9.966577942,5.726233904,4.556454743,2.79233549,2.193133148,0.454545455,-1.16,10.36092037,4.144508162,2.094394869,93.41316266,0,0,0,4,0,4,1,2,3,0,15,0,3,80,0.147646719,-0.494356433,1,1,0,2,0,0,1,0,0,44.031296860201124
CNc1c2c(cc3nsnc13)OC(C)C2C,3,2.6174,65.4667,235.077933,47.04,9.442974579,5.356247648,4.156979147,3.275643075,2.256008856,10.25947116,6.086544392,4.685426835,3.818212926,2.790438177,0.454545455,-1.36,9.837011372,3.314915608,1.147040623,97.95719369,1,2,0,5,1,5,2,3,1,0,16,1,4,84,0.127937812,-0.489630135,0,1,1,2,1,0,2,0,0,0.04139836797393939
CN1CCc2c1c1c(c3nsnc23)CCC1,4,2.1723,66.414,231.0830184,29.02,9.285422983,5.860070298,4.770813044,3.928679559,3.234122491,10.10191956,6.590367042,5.299260732,4.457127247,3.831569925,0.5,-1.16,8.931335036,2.943931332,0.936542171,98.41273091,2,0,0,4,0,4,2,4,0,0,16,0,3,82,0.109919371,-0.373742457,0,0,0,3,1,0,6,1,1,6.4392780024938645
CC1Cc2c(c3c(c4nsnc24)CCCC3)O1,4,2.8935,67.851,246.0826841,35.01,9.823807947,6.298447104,5.065921031,3.886844859,3.153417387,10.64030453,7.028743848,5.594368718,4.415292546,3.750864821,0.538461538,-1.16,9.82791026,3.417555445,1.272983743,104.1313846,2,1,0,4,0,4,2,4,0,0,17,0,3,88,0.128369238,-0.489701462,0,1,0,2,0,0,6,1,0,-2.9237709170090644
CCOc1cc(C)c2nsnc2c1OCC,2,2.79712,64.49,238.0775987,44.24,9.610735894,5.289524358,3.348188028,2.237033,1.590067798,10.42723247,6.019821102,3.876635716,2.765480688,2.19403176,0.454545455,-1.36,11.13515636,4.65365309,1.824212858,98.52670789,0,0,0,5,0,5,1,2,4,0,16,0,4,86,0.189819505,-0.489888813,0,2,0,2,0,0,1,1,0,36.02335324830661
CC(C)Cc1cc(OC(C)C)c2nsnc2c1,2,3.677,71.721,250.1139842,35.01,10.72743163,5.978091669,4.99048883,2.392521644,1.848188026,11.54392821,6.708388412,5.518936518,2.935091495,2.381302681,0.538461538,-1.16,12.30095429,5.001422909,2.941531045,106.1430469,0,0,0,4,0,4,1,2,4,0,17,0,3,92,0.148470235,-0.488610024,0,1,0,2,0,0,1,0,0,47.21524687870653
CCc1c2c(c(C)c3nsnc13)OC(CC)CO2,3,3.11192,71.732,264.0932488,44.24,10.81784268,6.329251187,4.535904634,3.457465747,2.355759191,11.63433926,7.05954793,5.064352321,3.985913435,2.979943995,0.538461538,-1.36,11.71480337,4.387759597,1.570899407,110.250761,1,1,0,5,0,5,2,3,2,0,18,0,4,96,0.166836047,-0.485447035,0,2,0,2,0,0,2,2,0,3.192885337513074
CCC/C([O-])=[N+](/C)c1c2c(cc3nsnc13)C1CCC2CC1,5,3.2788,87.1244,315.1405333,51.85,13.13282886,8.259267175,6.61133528,5.345185604,4.2495069,13.94932544,8.989563919,7.139782968,5.887755454,4.779117504,0.588235294,-1.49,14.12456043,5.301133756,1.982023544,134.3771355,3,0,2,4,0,5,1,5,3,1,22,0,4,116,0.236882831,-0.826599154,0,0,0,3,0,0,3,0,0,4.597445602918805
CCN(CC)c1cc(OC)cc2nsnc12,2,2.5461,67.528,237.0935831,38.25,9.727051468,5.349710833,3.450769766,2.654311836,1.770637239,10.54354805,6.080007577,3.979217454,3.196881686,2.307308924,0.454545455,-1.36,11.13515636,4.65365309,1.824212858,99.17299633,0,0,0,5,0,5,1,2,4,0,16,0,4,86,0.127855959,-0.496602033,1,1,0,3,1,0,1,0,0,36.93843620921522
COCCc1c(OC)ccc2nsnc12,2,1.8888,59.547,224.0619486,44.24,8.688086163,4.635894821,3.121131972,2.265859197,1.523151147,9.504582744,5.366191564,3.64957966,2.808429047,2.084640078,0.4,-1.2,10.32227904,4.546148352,1.931825475,92.16176578,0,0,0,5,0,5,1,2,4,0,15,0,4,80,0.123994217,-0.496390478,2,2,0,2,0,0,1,0,0,45.389775622730305
Cc1c2c(cc3nsnc13)N(C(C)C)CCN2C,3,2.66432,77.904,262.1252176,32.26,11.26601677,6.329494388,5.209953433,3.731182884,2.779755746,12.08251335,7.059791131,5.738401121,4.273752734,3.359828614,0.538461538,-1.36,11.71480337,4.086701102,1.570899407,111.5433378,1,0,0,5,0,5,2,3,1,0,18,0,4,96,0.109420666,-0.370868331,0,0,0,4,2,0,2,1,1,10.52322792075577
CCc1cc(N(C)CC)c(C)c2nsnc12,2,3.01822,70.474,235.1143185,29.02,10.24145291,5.644527349,4.008983429,3.109546316,1.944598932,11.05794949,6.374824092,4.537431117,3.637994004,2.575844818,0.5,-1.16,11.32910825,4.373951252,1.66902227,100.4243932,0,0,0,4,0,4,1,2,3,0,16,0,3,86,0.109546877,-0.374588697,0,0,0,3,1,0,1,2,0,26.35330607521879
CN1CCOc2c(ccc3nsnc23)CC1,3,1.558,64.111,235.077933,38.25,9.141265031,5.399067368,4.087504577,2.945288683,1.954232642,9.957761611,6.129364111,4.615952265,3.487858533,2.488439651,0.454545455,-1.2,9.98622449,3.991582515,1.656632957,98.16716518,1,0,0,5,0,5,2,3,0,0,16,0,4,84,0.151103793,-0.489570397,0,1,0,3,0,0,3,0,1,17.817354971975238
CCc1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,5,4.0745,85.07,287.1456187,29.02,12.44012352,7.701399559,6.412475867,5.213531691,4.448116795,13.2566201,8.431696302,6.940923555,5.741979379,5.021839336,0.625,-1.16,12.57086986,4.417924763,1.513306243,123.8724994,3,0,2,4,0,4,1,5,2,1,20,0,3,106,0.128156556,-0.375579403,0,0,0,3,1,0,3,1,0,15.069105954586297
C/C([O-])=[NH+]\c1cc2c(c3nsnc13)CCCO2,3,-0.4929,62.5347,249.0571976,72.04,9.317842675,5.440189052,3.995455623,2.741735301,2.052937145,10.13433926,6.170485795,4.523903311,3.270182989,2.638539484,0.363636364,-1.69,10.46309871,3.957413714,1.739243162,102.0968877,1,0,0,5,1,6,2,3,1,0,17,1,5,88,0.235397399,-0.826851495,0,1,1,2,0,0,3,1,0,5.084973939409077
COc1cc2c(c3nsnc13)[NH+]=C([O-])CC2,3,-0.883,57.9177,235.0415475,72.04,8.610735894,4.913315598,3.622564665,2.690895425,1.907480815,9.427232475,5.643612342,4.151012353,3.219343113,2.465801231,0.3,-1.69,9.529888571,3.412905346,1.262954858,95.73194563,1,0,0,5,1,6,2,3,1,0,16,1,5,82,0.235165039,-0.826637754,1,1,1,2,0,0,3,1,0,15.612830143408553
CCCCN1CN(C)c2c1cc1nsnc1c2C,3,3.01352,77.676,262.1252176,32.26,11.10288007,6.439929507,4.957620384,3.627208563,2.718606734,11.91937665,7.17022625,5.486068072,4.169778413,3.298679602,0.538461538,-1.36,11.71480337,4.387759597,1.649158581,111.5433378,1,0,0,5,0,5,2,3,3,0,18,0,4,96,0.109421577,-0.354958552,0,0,0,4,2,0,2,1,0,9.614674147216657
CCCC1Oc2c(ccc3nsnc23)OC1C,3,3.0197,66.829,250.0775987,44.24,9.842786702,5.878737055,4.292726744,3.024194305,2.117565229,10.65928328,6.609033798,4.821174432,3.566764156,2.651772237,0.5,-1.36,10.77262992,4.143179753,1.742305448,103.8858189,1,2,0,5,0,5,2,3,2,0,17,0,4,90,0.190315629,-0.482872697,0,2,0,2,0,0,3,0,0,2.1410585967163827
COc1cc2c(c3nsnc13)CCOCC2,3,1.8151,62.194,236.0619486,44.24,9.024949456,5.286541722,3.790314156,2.932761779,2.130069215,9.841446037,6.016838466,4.318761844,3.461209467,2.707295807,0.454545455,-1.2,9.98622449,3.991582515,1.471687145,97.52087674,1,0,0,5,0,5,2,3,1,0,16,0,4,84,0.147669165,-0.494356049,1,2,0,2,0,0,3,0,0,8.288970933580186
COc1c2c(c(C)c3nsnc13)CCCO2,3,2.33332,62.52,236.0619486,44.24,9.240492406,5.271087073,3.879378369,3.013428621,2.207636665,10.05698899,6.001383817,4.407826057,3.541876309,2.804539546,0.454545455,-1.36,9.837011372,3.589443414,1.208798201,97.52087674,1,0,0,5,0,5,2,3,1,0,16,0,4,84,0.189781441,-0.490726909,1,2,0,2,0,0,2,1,0,4.914461238288267
CN1CCc2c3c(c4nsnc4c21)OCCO3,4,1.4548,65.379,249.0571976,47.48,9.394812783,5.638562077,4.315324588,3.349137709,2.59639947,10.21130936,6.36885882,4.843772276,3.877585397,3.142840088,0.454545455,-1.56,9.468034877,3.22482793,1.131513796,102.2748793,2,0,0,6,0,6,3,4,0,0,17,0,5,88,0.190400526,-0.485678735,0,2,0,3,1,0,6,0,1,-1.802221608306351
CCCCNc1c2c(c(N(C)C)c3nsnc13)C1CCC2C1,4,4.334,94.4727,316.1721678,41.05,13.6472303,8.451399559,6.894051163,5.292705357,4.390321474,14.46372688,9.181696302,7.422498851,5.821153045,4.945137839,0.647058824,-1.36,14.24615665,5.372270957,1.942771341,135.7873037,2,2,2,5,1,5,1,4,5,1,22,1,4,118,0.13000992,-0.382960532,0,0,1,3,2,1,6,0,0,24.976040825877902
CC(C)Nc1c2c(cc3nsnc13)CCO2,3,2.4465,65.3727,235.077933,47.04,9.279837873,5.42944058,4.269270991,2.631183426,1.998518258,10.09633445,6.159737323,4.797718679,3.173753277,2.532947579,0.454545455,-1.36,9.837011372,3.589443414,1.427240851,97.95719369,1,0,0,5,1,5,2,3,2,0,16,1,4,84,0.147653427,-0.490693394,0,1,1,2,1,0,2,0,0,12.534703810569418
COc1c(OC)c(OC)c2nsnc2c1C,2,2.02552,61.808,240.0568632,53.47,9.527420353,4.649479274,3.186182311,2.424231647,1.692637841,10.34391693,5.379776018,3.714629999,2.952679334,2.289540723,0.4,-1.56,10.94135574,4.13042104,1.372606792,97.27531101,0,0,0,6,0,6,1,2,3,0,16,0,5,86,0.205563762,-0.492349144,3,3,0,2,0,0,1,1,0,12.517316968161152
CCCCN1c2cc3nsnc3cc2N(C)C1OC,3,2.6776,78.869,278.1201322,41.49,11.45872211,6.545172574,4.813704282,3.600835612,2.613673764,12.27521869,7.275469317,5.34215197,4.157527625,3.122897324,0.538461538,-1.4,12.62457309,4.938842975,1.949820362,116.6568831,1,1,0,6,0,6,2,3,4,0,19,0,5,102,0.209528608,-0.343688535,1,1,0,4,2,0,2,0,0,12.351239430364465
CC1Cc2cc(N(C)C)c3nsnc3c2O1,3,2.0807,65.536,235.077933,38.25,9.519944687,5.286724581,4.372397655,2.857036536,2.133193342,10.33644127,6.017021324,4.900845343,3.385484223,2.686695041,0.454545455,-1.36,9.837011372,3.314915608,1.275681051,98.16716518,1,1,0,5,0,5,2,3,1,0,16,0,4,84,0.151712805,-0.48768415,0,1,0,3,1,0,3,0,0,13.136942225658638
CCC1COc2cc3nsnc3c(C)c21,3,2.88572,60.679,220.067034,35.01,8.779837873,5.194790013,3.961510474,3.147455637,2.287255088,9.596334454,5.925086756,4.489958162,3.690025488,2.867327956,0.454545455,-1.16,9.094017447,3.16705734,1.174593481,92.40733151,1,1,0,4,0,4,2,3,1,0,15,0,3,78,0.125041221,-0.492560375,0,1,0,2,0,0,2,1,0,-1.9240834102522573
CCCNc1c2c(c(OCCC)c3nsnc13)C1CCC2C1,4,4.6667,91.3147,317.1561834,47.04,13.31537178,8.533271631,6.475049641,4.995963524,4.128091403,14.13186836,9.263568374,7.003497329,5.524411212,4.679350738,0.647058824,-1.36,14.24615665,5.68692542,2.015883969,135.1410152,2,2,2,5,1,5,1,4,6,1,22,1,4,118,0.151711177,-0.490893916,0,1,1,2,1,0,6,0,0,24.73146725324065
CCc1c(CC(C)C)c(C)cc2nsnc12,2,3.76062,70.072,234.1190696,25.78,10.37158958,5.866874628,4.734052489,2.959187049,2.246011592,11.18808616,6.597171371,5.262500177,3.5017569,2.799347089,0.538461538,-0.96,11.52320595,4.497356771,1.961946408,101.0295017,0,0,0,3,0,3,1,2,3,0,16,0,2,86,0.10776156,-0.172923151,0,0,0,2,0,0,1,2,0,32.317421338812366
CCNc1c(C)cc(NC)c2nsnc12,2,2.47322,65.8624,222.0939174,49.84,9.087132532,4.950372408,3.357792929,2.358523291,1.663594431,9.903629113,5.680669151,3.886240617,2.886970978,2.230290594,0.4,-1.36,10.16778524,4.020070308,1.628823143,93.03439969,0,0,0,5,2,5,1,2,3,0,15,2,4,80,0.129778466,-0.386268574,0,0,2,2,2,0,1,1,0,27.502871317265924
CCCc1c2c(cc3nsnc13)C(CC)CO2,3,3.5298,69.937,248.0983341,35.01,10.19405144,6.255450185,4.571603907,3.489730657,2.561328762,11.01054802,6.985746928,5.100051594,4.032300507,3.114664259,0.538461538,-1.16,10.96057351,4.257170681,1.621830659,105.1372157,1,1,0,4,0,4,2,3,3,0,17,0,3,90,0.127967502,-0.492280009,0,1,0,2,0,0,2,1,0,-5.819473680194501
CCCOc1c2c(cc3nsnc13)CCC2C,3,3.5298,69.937,248.0983341,35.01,10.19405144,6.217445382,4.698630725,3.420519599,2.57757644,11.01054802,6.947742126,5.227078413,3.963089449,3.103630015,0.538461538,-1.16,10.96057351,4.257170681,1.708683765,105.1372157,1,1,0,4,0,4,1,3,3,0,17,0,3,90,0.151528823,-0.490897162,0,1,0,2,0,0,2,1,0,7.813638972566608
CCc1c(C)cc(OC)c2nsnc12,2,2.57072,58.082,208.067034,35.01,8.495380822,4.562744844,3.189269405,2.404842165,1.688994697,9.311877403,5.293041587,3.717717093,2.933289853,2.266221289,0.4,-1.16,9.397151926,3.534491415,1.2619117,87.04822055,0,0,0,4,0,4,1,2,2,0,14,0,3,74,0.147657111,-0.494356249,1,1,0,2,0,0,1,2,0,28.02598982491164
CC(C)Cc1cc2c(c3nsnc13)OC(C)C2,3,3.2132,69.751,248.0983341,35.01,10.35718814,6.085192812,5.215939456,3.102448281,2.475632706,11.17368472,6.815489555,5.744387144,3.630895969,3.052859298,0.538461538,-1.16,10.96057351,3.94585442,1.802705175,105.1372157,1,1,0,4,0,4,2,3,2,0,17,0,3,90,0.151573226,-0.487686643,0,1,0,2,0,0,3,0,0,16.452658499504274
CCCCOc1cc(CC)c2nsnc2c1,2,3.4326,67.196,236.0983341,35.01,9.694051435,5.727628738,3.769922016,2.561056623,1.616753917,10.51054802,6.457925482,4.298369704,3.103626473,2.177150495,0.5,-1.16,11.32910825,5.253765791,2.322362267,99.77810478,0,0,0,4,0,4,1,2,5,0,16,0,3,86,0.121415284,-0.493505693,0,1,0,2,0,1,1,1,0,51.948859644375695
CC1COc2c(c3c(c4nsnc24)CCC3)C1,4,2.751,67.803,246.0826841,35.01,9.823807947,6.259668269,5.200075242,3.910420018,3.157934005,10.64030453,6.989965012,5.72852293,4.438867706,3.728099516,0.538461538,-1.16,9.82791026,3.417555445,1.272983743,104.1313846,2,1,0,4,0,4,2,4,0,0,17,0,3,88,0.15130581,-0.490605877,0,1,0,2,0,0,6,1,0,-15.547669795008918
COCCNc1c2c(c(C)c3nsnc13)C1CCC2C1,4,3.42272,81.8507,289.1248832,47.04,11.90115822,7.323182214,5.915263063,4.901135738,4.103505404,12.7176548,8.053478957,6.443710751,5.429583426,4.708784033,0.6,-1.2,12.53386079,4.669720405,1.62515965,122.411131,2,2,2,5,1,5,1,4,4,1,20,1,4,106,0.127959675,-0.382862567,1,1,1,2,1,1,6,1,0,20.236664310243167
COc1cc2nsnc2c2c1COCC2,3,1.7726,57.327,222.0462986,44.24,8.317842675,4.786541722,3.470476174,2.691984828,1.960672382,9.134339256,5.516838466,3.998923862,3.234554679,2.514007879,0.4,-1.2,9.057010095,3.428501077,1.306844998,91.15593462,1,0,0,5,0,5,2,3,1,0,15,0,4,78,0.126510951,-0.49628944,1,2,0,2,0,0,3,0,0,-0.4444254069837008
Cc1c2c(cc3nsnc13)OC(C)CO2,3,2.15942,57.737,222.0462986,44.24,8.480979382,4.807936481,3.700256117,2.491838604,1.75093735,9.297475963,5.538233225,4.228703805,3.034408454,2.331010217,0.4,-1.36,8.909124352,3.064489165,1.264498608,91.15593462,1,1,0,5,0,5,2,3,0,0,15,0,4,78,0.166150423,-0.485481064,0,2,0,2,0,0,2,1,0,-19.92526374829833
COc1cc2nsnc2cc1OC(C)C,2,2.4871,59.731,224.0619486,44.24,8.85122287,4.673961885,3.422611406,1.901838034,1.298651767,9.667719451,5.404258629,3.951059094,2.458530047,1.807875327,0.4,-1.36,10.16778524,4.020070308,2.016331286,92.16176578,0,0,0,5,0,5,1,2,3,0,15,0,4,80,0.163392674,-0.492782904,1,2,0,2,0,0,1,0,0,42.55324912134719
C/C([O-])=[NH+]\c1cc2c(c3nsnc13)C(C)CC2,3,0.2318,65.4547,247.077933,62.81,9.779837873,5.721663466,4.579272606,3.313475551,2.572420665,10.59633445,6.45196021,5.107720294,3.841923239,3.14617791,0.416666667,-1.49,10.65060628,3.768414403,1.613941926,103.3482846,1,1,0,4,1,5,1,3,1,0,17,1,4,88,0.2319331,-0.826851506,0,0,1,2,0,0,3,1,0,-8.313446611496303
COc1c2c(cc3nsnc13)OCCOC2,3,1.6089,59.118,238.0412132,53.47,8.726090966,4.925787612,3.419508641,2.504071987,1.783927946,9.542587547,5.656084355,3.947956329,3.046641837,2.30998152,0.4,-1.4,9.799738714,3.876644642,1.416231748,96.26947985,1,0,0,6,0,6,2,3,1,0,16,0,5,84,0.156612722,-0.493835411,1,3,0,2,0,0,2,0,0,-4.328089811129878
CC/[N+](=C(/C)[O-])c1c2c(cc3nsnc13)C1CCC2C1,4,2.4986,77.8904,287.1092332,51.85,11.7186153,7.274727955,5.8302087,4.843509572,4.048242935,12.53511188,8.005024699,6.358656388,5.386079423,4.577853539,0.533333333,-1.49,12.2658568,4.250415992,1.496882011,121.6472513,2,2,2,4,0,5,1,4,2,1,20,0,4,104,0.237090723,-0.826796023,0,0,0,3,0,0,6,0,0,-8.041475324022164
CCN1c2cc3nsnc3cc2CCC1C,3,2.8523,68.218,233.0986685,29.02,9.603260228,5.81135469,4.4075704,3.467794536,2.570954118,10.41975681,6.541651434,4.936018088,4.024486549,3.080177678,0.5,-1.16,10.02355798,3.697966347,1.401304209,99.41856206,1,1,0,4,0,4,2,3,1,0,16,0,3,84,0.106370774,-0.36880686,0,0,0,3,1,0,2,1,0,15.537749460520025
CCN(c1ccc2nsnc2c1C)C(C)C,2,3.23442,70.308,235.1143185,29.02,10.18904667,5.632886343,4.221408126,2.925857563,2.094143199,11.00554325,6.363183086,4.749855813,3.468427413,2.6823695,0.5,-1.16,11.32910825,4.373951252,1.775506679,100.4243932,0,0,0,4,0,4,1,2,3,0,16,0,3,86,0.109261661,-0.36910483,0,0,0,3,1,0,1,1,0,40.79662334915283
CCCCc1c(OC(C)C)ccc2nsnc12,2,3.8211,71.791,250.1139842,35.01,10.56429492,6.128232685,4.444367858,2.63275907,1.845686244,11.3807915,6.858529429,4.972815545,3.17532892,2.407175175,0.538461538,-1.16,12.30095429,5.44896329,2.747681001,106.1430469,0,0,0,4,0,4,1,2,5,0,17,0,3,92,0.124729756,-0.490645793,0,1,0,2,0,0,1,1,0,55.73762799486517
CCCCc1cc(OC)c(C)c2nsnc12,2,3.35092,67.316,236.0983341,35.01,9.909594385,5.562744844,3.92794172,2.842401657,1.866677513,10.72609097,6.293041587,4.456389408,3.370849345,2.497923398,0.5,-1.16,11.32910825,4.783666224,1.892516566,99.77810478,0,0,0,4,0,4,1,2,4,0,16,0,3,86,0.123897346,-0.496392658,1,1,0,2,0,0,1,2,0,37.088622112988624
CCc1c(N(C)C)c(C)cc2nsnc12,2,2.62812,65.857,221.0986685,29.02,9.534346127,5.068406397,3.900562092,2.613112856,2.08072834,10.35084271,5.79870314,4.42900978,3.155682706,2.634063837,0.454545455,-1.16,10.36092037,3.773663406,1.586334792,94.0594511,0,0,0,4,0,4,1,2,2,0,15,0,3,80,0.109554142,-0.377158851,0,0,0,3,1,0,1,2,0,27.55325499398405
CCc1c2c(c(NC(C)C)c3nsnc13)OCCO2,3,2.8452,76.5417,279.1041478,56.27,11.31784268,6.551996372,4.822754042,3.081255315,2.344667247,12.13433926,7.282293115,5.35120173,3.609703003,2.923208505,0.538461538,-1.56,12.47261698,4.845484639,1.996166239,115.8006232,1,0,0,6,1,6,2,3,3,0,19,1,5,102,0.18671598,-0.485680452,0,2,1,2,1,0,2,1,0,25.36683173231644
CNc1c(OC)cc(C)c2nsnc12,2,2.05002,58.2507,209.062283,47.04,8.288274041,4.252084672,2.982162624,2.162766089,1.467787768,9.104770622,4.982381415,3.510610312,2.691213777,2.080127478,0.333333333,-1.36,9.205010621,3.416278512,1.205451297,86.23314062,0,0,0,5,1,5,1,2,2,0,14,1,4,74,0.144142598,-0.494494124,1,1,1,2,1,0,1,1,0,28.536831440770655
CCC(C)/[N+](=C(/C)[O-])c1cccc2nsnc12,2,1.9125,67.7694,249.0935831,51.85,10.17464523,5.658620874,4.055384868,2.895096604,1.886288073,10.99114181,6.388917618,4.583832556,3.437666455,2.431113192,0.416666667,-1.49,11.97988023,4.791515002,2.148563001,104.5640873,0,1,0,4,0,5,1,2,3,0,17,0,4,90,0.233522373,-0.826788583,0,0,0,3,0,0,1,0,0,39.18400529993464
